Index,A,Label
402,@jarekpastor I'm just starting to feel really panicky and anxious that something bad has happened cos it seems like it's been ages,12
403,my dog ran awayyy,12
404,@all_is_one84 Those suck so bad.,6
405,"I'm back. top molar extracted  swollen face, all numb.  But no more toothache or sinus pain.",12
406,"just finished 8 hours of Texas Life Insurance CE tonight, 22 more hours to go",9
407,does anyone know any good rap songs? i need to make a rap/fun cd and i have no idea  helllllpppp,12
408,I want to go to Peru this summer ahhhhhhh! Hopefully! Yesyesyes! I miss it over there!!!,7
409,@exortabreedoll what happen to the maids of yours? Quit once again? ...,1
410,I'm awake. Anybody else awake? Wish I lived in the US since all the fun happens when I'm asleep!,10
411,At Charle's with the power out. LOL! Damn SaveMart lost power and we could not buy beer.,6
412,@Penguin_J heehee. i love you! i am tired.,10
413,my mobile phone refuses to charge!!  either the battery is broken or the chargerrr ( booooo,12
414,@Kirsten613 oh how i wish you would get her to sign something then send it to me or let me call you when you meet or something,12
415,"@kimberly625 hmmm, I thought u were sleeping!! Too bad I can't see those videos until tomorrow night.",12
416,"Morning everyone sorry for going early last night had bad news, felt totally crap   Today is a new day",10
417,went to the beach and it started raining,1
418,"how I wish my parents put me into a Chinese school when I was younger. Then, it'll be so much easier for me to get a job...",10
419,"@AnthonyLucas @iainfunnell Yeah, physically moving too!  Apparently we'll be reporting directly to Mr. Hayward...",9
420,@nayRyelgiuQ airport? and you didnt show up tonight homo!,8
421,@charloro jealous  it looks like schindler's list in toronto,12
422,I want another tatt,3
423,@avalonabsinthe what?! Come as you are!!! But erock just left  bah D:,8
424,"So, I need to make a lot of money tomorrow",3
425,@joiskol  being in your room makes me sad.,10
426,"Nearly fell asleep, but was jolted out of bed by a massive panic attack and now I'm not sure if I can sleep at all.",12
427,for the gays i only made 200 tonight,8
428,@CocktailChic oh f*ck! I completely forgot about Thirsty Thursday! oh. my. gaga. this sucks,10
429,"if one people did any wrong, the world blames all the people over there, this is the great world which we are living in!  Shit!",10
430,@MandyAlwaysKnws nope.  they are all sleeping cuz they live on the east coast.,11
431,"@dravenreborn I bet its cool down in SR, huh? It's not here. I haven't stopped sweating since noon when dad and I were packing",8
432,@meljachin: eww. dislike,10
433,Tactical mistake: going to the city library and buying milk. Who knew? OUCH OUCH OUCH. Maybe a good thing I didn't try for uni.,12
434,decided 2 trans frm relaxed 2 natural hair but i wish my whole head looked like my roots.  Age of the instant gratification....,8
435,"@SuzyDunkley sorry bout the cat,",10
436,needs to have an increase on her salary  http://plurk.com/p/wxluu,8
437,my stomach feels like it's touching the ground..i'm SO full,12
438,Pug just woke me from an incredible sleep!,7
439,@ddlovato i can`t wait to hear your new album. i`m sure will be amazing.please just replay to me  i love you so much!!!!,7
440,Sooo much work so little time,12
441,missed iron chef,10
442,@thevowel the DS version sucks,10
443,what a bad day,10
444,@lilxamyx08 i know ridiculous! we never got to hang out  i love chicago and want to go shopping... so a trip sounds like fun,3
445,hates the net. ayaw bumukas ng twitter.  http://plurk.com/p/wxlxs,6
446,"Ugh, my internet was down!",12
447,omg i didnt tweet all that much today.... *sadness*,11
448,is feeling so giddy and wanna go home.,12
449,the week just wasnt the same without an adam lambert performance!!!,8
450,@rockingjude The link doesn't work,8
451,Up and packing. Its the last day of youth camp,12
452,"GOSSIP GIRL, WHEN ARE YOU COMING BACK  ! chaceeeeeee..",8
453,Smh @ hiphop nursery rhymes,8
454,Somebody please save the polar bears!,12
455,@PandaMayhem noooooooooooo i just look at a lot of pictures   lol lol,5
456,@CrazyBallerina Not really sleepy ...bored is the right word ... again not much work,11
457,It has come to my attention from a 16yo friend that I've recently gained a TON of weight. He didn't know it was me.,12
458,guess im staying home tonight...no movie-ing for me,12
459,went to the cd store to search for the cd. But,10
460,@BuzzEdition reminds me of the weather a month ago it was horrible  I hope all is well hugs,12
461,I miss my mom..  &quot;May angels lead you in&quot;,10
462,there's really no android twitter app of Tweetie's calibre,7
463,on jacksonville beach walking in the cold Ass water   but have to work in the morning   ily &lt;('-')&gt;,6
464,"@taylor_d No, it's not...",8
465,@chocolovere i feel the same way every day,10
466,Can't sleep. Sucks. The one day i have to sleep in and i have to get up and go shopping with mom. Ugh.,10
467,@crunchmonkey78 well i just got home and its not on till tmw at 530p but with comcast its on right now  but i didnt miss it,8
468,Sleppytime. Really missing my godfather right now. Love you Wayne,10
469,So have a headache right now and it sucks,10
470,@JayDz hope ya sleepin well  guys still here,12
471,"i should be finished.... but i'm not.  color drawing, here i come.",4
472,"@jwray12 Lakers, baby Lakers!! I'll miss the game tmwr. I have to work  you'll have to keep me posted please",10
473,"comfort food of the day: pan mee. though, it didnt taste any good..",10
474,damn being drunk and hot sucks,12
475,misses my baby.,10
476,is not sleeping because he has paperwork to do.,12
477,Showered in ice-cold water. Sweating now. Means one thing: I'm sick,12
478,"midnight cry.. wish the person I wanted, wanted me right now",12
479,@mousebudden I'ma need you to follow me real quick cause I can't DM you,8
480,I'm poorly and can't sleep,10
481,Went to pole class. Feeling discouraged. I am hopeless when it cones to dancing or sexy moves or spreading my legs.,12
482,"@RoasterBoy And these poor, unfortunate souls don't appear to have any pants at all...  ? http://blip.fm/~78qvz",12
483,@damohopo @StephanieEllen If I told you how often I wash my hair you would never speak to me again,12
484,"Looks like another sleepless night dedicated to homework. Sorry in advance, Ms. Chapman.",12
485,@jessicaduncan http://twitpic.com/662vk -  WHY DO U LOT MOCK ME!!!,12
486,didnt say goodnight to you,12
487,@abguerraartist  I am not a pussy! damnit!  [sending you an e-mail right now btw],6
488,has work tom.,10
489,In the Hongkong International Airport. Has to wait for 3-4 hours for our next flight to Cebu.,8
490,Can't sleep and nothings on tv!!,8
491,"The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now",7
492,@KallieT oh ... you've been superseeded?  not good enough,8
493,today we say goodbye to the second good friend in a week from dmp  but at least the sun is shinning and I'm definately NOT working this pm,10
494,fuckin'm transtelecom,0
495,"is really, really bored... I guess I will go to bed",1
496,@Syo_of_the_dead I met a stranger just 10 min ago. He was stalking me at the store,12
497,@ModelTheany  tee we beefin....what was u supposed to do before leavin????,11
498,Sometimes the things you say hurt the ones you love most unintentionally.  And you can never ever take it back or fix it.,10
499,@nickkk_ that sucks!,10
500,@dorkydeanna IIII know!!! and mean,8
501,Having Fever  dont feel to work,10
502,"Taking Horse Pills, hoping I can get some sleep tonight",12
503,@BusyGod PGPM student from where? I myself was a PGPM student about 4 years back. I wish I could stay one,8
504,missing @MeLDiBiAsE...6 days can't pass quick enough,10
505,@juliaiiivir Hey! That's my school! I hate that place.,6
506,"Working from home today, my back is killing me  Doctor and then physio after later today.",10
507,back to work.. with no distractions..,8
508,"@ddlovato demi, just say hi to me and it`s enough. just replay to me please  love you so much!!!",5
509,awwww  i never noticed this http://bit.ly/RConp,8
510,"@heavyharts that sucks  well state starts tomorrow so im headin 2 bed, nitey nite",8
511,"Looks like it's going to be too nice to work today, how annoying as I have no choice",12
512,@mygoldmask did you guys keep a set list? I forgot to ask for one  xx,8
513,"First impression of Silverlight: sadly, based on what I saw today, it's quite problematic",8
514,is desperatly hoping my dad takes me to vanessa's game,12
515,@pb_and_jay hi!  Fuck your job!,12
516,Missing you all deeply,10
517,"the time you go to bed,  i have to get up to go to work",8
518,"@mrssunshine96 big now!!! Vanessa is going to be 3 in September, its going by so fast!  its hard cuz Im workin so much, I miss out on alot",5
519,"@Ravels sniff sniff  take care ravels! Hopefully we'll be chatting again soon. In the mean time, I'll HELLA miss you.",10
520,"@miss_cheryl Lucky, now I want to teleport",8
521,Somebody please save the polar bears!,12
522,"My nose is runny, my head is pounding, and teeth hurt like a bitch. MAN. @-) I feel awful.  =((",12
523,I don't want her to leave..,10
524,Headin home...Refreshed my mind and soul justa lil bit...Bac to reality.,9
525,"good lord, just seen the agency work for our upcoming Open Day. Money for Jam",5
526,wut do i do now????,1
527,Working   But it's Fridaaaayyyyy,0
528,At the Grove for 'Drag Me to Hell.' I hope that it doesn't suck.,12
529,@NOLAevol so i feel like shit for saying HAPPY BELATED BIRFDAYY.. i'm only a month late,12
530,"@KaliyahPjones lmao...thats sad, kinda discourages me 4rom goin if the shit's wack",10
531,Got home from work @ 9:45 and JUST finished cleaning. Now I need to eat dinner and don't know what I want!!  Ugh...oh well. Might not eat.,11
532,@WillyNorthpole I wish I was there,10
533,"I miss my little Batty, she was only 3 months old when she got sick, she was always so fun and full of life &lt;3 Even at the very end...",10
534,FC is finally up again. it's about time. i hate that this keeps happening,8
535,seriously bored without anyone to talk to... but not tired enough for sleep,8
536,morning again! I hate mornings. So offensive!,10
537,@keytar still!! give your computer a break omg,8
538,bed bed bed @samuelasanders do you never answer texts anymore?  I thought of you the other day and sent one but never heard back. Sad day,10
539,where u at?,8
540,@brianshead waah. We're no longer your peeps.,10
541,@angelica_yo LOL wow dawg doesn't sound like you're playing!  I feel bad now haha,10
542,Extremly deep,11
543,My little foster kittens are getting big...chubba and Winston are going 2 b missed when they get amazing homes.,5
